left,top,width,height,conf,text,page
619.72,539.15,26.01,62.61,88.18,"ste Búho continúa con sus recuerdos sobre Diego Ar— mando Paradoja. Creo que antes que futbolista, es— poso o padre, era hijo, Tenía un inmenso amor por su madre, la gran doña Tota, la que le reservaba el único bistec de la mesa para Dieguito, en esos tiem— pos de ”vacas flacas' en el pueblo joven de Villa Fiorito, donde vivió su infancia el genio. Ya de niño, demostraba un talento único, a tal punto que un camarógrafo aficionado lo filmó dando cabecitas una otra vez. Parecía que el 'cebo— llita' tenía un imán en la frente y en la pierna izquierda que atraía a la pelota. Hay una gran diferencia entre Paradoja y Messi. A diferencia de Leo, al que llevaron a Barcelona sien— do un niño y lo trataron como un ”futbolista probeta”, con vitaminas, psicólogos y profesores, el 'Diez de todos' vivió una vida de chico de barrio bajo. Llegó a Argentinos Juniors y nunca se alejó de las calles ni cuando se volvió ídolo con Boca Juniors, el tremendo equipo con Miguel Ángel Brindi— si, Pero después del Mundial de España 82, Boca dejó ir al Diego y fue contratado por el poderoso Barcelona. Su paso por el club azul gran a fue polémico. El mismo futbolista en su libro autobiográfico *Yo soy Diego' reconoció que su primer acercamiento con la cocaína se dio en Barcelona. Es más, el club azul gran a lo dejó ir al Nápoles italiano por el apego del astro a la vida noctuma. Pero nadie imaginaba cómo cam— fiaría la vida del argentino en la capital de la mafia italiana, Nápoles. En la temporada 1990—1991 por primera vez dio un positivo por cocaína. Lo m:a_.oa…m3= quince meses. d e",1
433.37,1371.23,26.37,64.77,89.01,"Pero Paradoja no solo dio malos ejemplos. Les enseñó a los futbolistas argentinos que nunca deben olvidar sus orígen nes. Contaban, por ejemplo, que Claudio Caniglia se dejó obnubilado por su esposa, la Socialité' Mariana Nannis, al punto que lo alejó tanto de su madre que la mamá de Claudio se suicidó porque su nuera no la dejaba ver a sus nietos. En cambio, Diego era todo lo contrario, amaba hasta la locura a su mamá doña Tota. Pero mis jóvenes lectores me preguntan: Tío, cuéntanos sobre las últimas horas del 'Pelu— sa”, ustedes los periodistas lo saben todo. Está bien, les comentaré lo que me cuentan mis amigos del confiable diario 'Clarín' El Diego, después de su operacion al cerebro, no se fue a La Plata, ciudad donde entrenaba al club Gimnasia y Esgrima, sino alquiló una casa en Tigre, una zona con condominios cerrados exclusivos. El 25 de noviembre, a eso de las diez de la mañana, se sintió mal y se volvió a acos— tar. Hay sospechas que tuvo una recaída y consumió licor, lo cual le prohibieron tajantemente los médicos. Por eso se aca—",1
622.86,2167.34,26.27,65.92,87.76,"ba de abrir una investigación fiscal. Tenía a dos guardaespal— das, Tomarlo y Espósito, que al verlo mal llamaron al doctor Duque y también a su abogado Matas Morla, pasando por encima de sus hijas que viven en Argentina: Alma, Gianina y Jana. Llegaron también seis ambulandcias. Pero nadie pudo recuperarlo del paro cardiorrespiratorio. Diego no esta— ba feliz en La Plata, ni en la Argertina, ni con su vida. Estaba ”noico”, deprimido. Sus hijas estaban resentidas con él porque seguían apareciendo más hijos no reconocidos y el 'Pelusa' los iba a reconocer a todos, sobre todo los hijos de su paso inolvidable por Nápoles y su vida loca en La Habana. Esta— ba ansioso, deprimido y angustiado. Por eso, tanto su 'Doc' Duque como su psicólogo y su psiquiatra Agustin Cosacos estaban analizando un plan llamado el Retomo a Cuba', ra que volviera a un lugar donde fue inmensamente feliz: a tierra de su gran amigo, el dictador Fidel Castro. Según el diario 'Clarin', el 'Pelusa' tenía dos tremendos de— seos. Uno: juntar en su último cumpleaños (el último 30 de octubre) a todos sus hijos: Alma Nerea, Gianina Dinorah, Jana, Diego Fernando y Diego Jr. [su primogénito italiano y quien no podía venir ya que estaba internado con corona— virus en Nápoles), y también a su querido nieto Benjamín Agujero Maradona, el hijo que 'Giani' tuvo con el futbolista Sergio 'Kun' Agúero. Diego murió acompañado por su fiel mucama, cocinera y 'mamá postiza', Monona, la gordita que le hacía ”los guisos más ricos del mundo' y a la que generó casi como si fuera su madre. Apago el televisor.",1
280.25,947.75,54.38,27.62,37.25,ea a [23)) mielitis S (t os o,10
251.13,2229.13,60.96,24.84,86.4,"[ U ig G» Un delincuente, que para burlar a las autori— dades se hacía pasar como orate, atacó a puñetazos al sereno José Gil porque lo intervino cuando inten— taba hurtar accesorios de modernos vehículos, en Surco. A plena luz del día, Enrique Vicente (35), 'Loco Puñete”, intentó hacer de las suyas en el Parque del Aire. Serenos de Surco intervi— dieron al ladrón, pero este atacó a Gil. ”Me metió de frente un gol— pe en el pómulo izquierdo”, dijo a la Policía. El agresor tiene anteceden— tes. Yucra] G",10
652.0,878.56,43.39,28.06,43.56,3 a a E el l bo l es vollizóy ie clio cite fieros: en el Wingovers e,10
718.4,1215.2,32.8,23.6,46.2,e (»¡<—.I a sl e lt st ea ] a,10
671.51,2251.51,66.63,24.72,88.21,"© Con el cuento de repartir volantes en los semáforos, Edwin Humareda (37), 'Uña Bra— va', arrebatada relojes y cadenas de oro de con— doctores de modernos vehículos detenidos por la luz roja. A través de las cáma— ras de seguridad de la Municipalidad de Surco, serenos de ese dis— trito visualizar las fechorías del sujeto y lo intervinieron en la ave— nida Los Ingenieros. Se informó que tiene denuncias por diversos robos. (). Yucra)",10
1048.27,2595.09,51.27,23.82,87.09,"do de su cómplice, irrumpió en un carwash de Ate, al",10
1114.0,403.95,63.84,25.95,88.0,"Cuando se aproximaron para intervenir el vehículo, se dieron a la fuga por toda la EE iniciándose una persecución.",10
1893.51,565.69,55.51,24.94,89.26,"2 Alvers perdidos, el chofer de la camioneta bajó y huyó con dirección hacia la Av. Argentina. El copiloto, pistola en mano, tener a los pol|aas cerca les disparó , en respuesta fue herido mortalmente.",10
1465.71,1820.07,125.75,26.39,76.11,"n fe roz fuego cruzado y enfrent amiento con efectivos dela Policía, fue a bat ido uno delos integrantes deuna sanguina— riband del Calanque se— nuestro aun funcionar iode banco pararobarlesumoder— nacamioneta, enelCercado deLima.Otromiem— bro delaorganiza— cióncriminalcayó ylavíctima fue",10
1856.6,1819.1,105.35,27.3,79.0,"rescatada sana y salva. Minutos después delas sie— tedelanoche, unmotociclis— ta querida servicio deli— nervio quelos ocupantes de una camioneta Nissan, color negro, contaras defuego, habíanrobado otra camio— neta, en la avenida Colonial, y quealdueño lotenfanreduci— denle asiento posterior. Inmediatamenteavisóa dos policías queestabanenunpa—",10
