left,top,width,height,conf,text,page
216.75,736.5,98.75,43.5,68.75,<> Una M (espec¡e(de¡,10
192.06,1161.56,97.19,38.38,83.56,linmunizará gratis a más de 500 mil ¡personas en 5 mill puestos instalados en todo el ¡país,10
650.82,432.45,133.73,37.91,55.45,"(ta portuntequipotde: prefectura xuaponl' Lelhan(dado(ellapoGodz¡lla""por a i latmbens— (déltmar:, Estas(av¡spas(cam¡nan|por",10
546.25,774.75,237.25,38.0,62.75,"(e|(agua(en[busca(de¿unal xv¡ct¡maW,]unaxvez(detectada se su merge ni para",10
377.0,1944.4,137.6,44.4,80.4,"jóvenes, ancianos y hasta extranjeros",10
1861.4,645.65,203.65,36.25,51.55,"<> Latactnzsy<cantantelnac¡da'en Costaria Maribel(Guardia, ssigue, |mpactandoaaxsusfsegu¡dores'en redestsociales, ¡puesia' (anoslblentcum plidos, ¡mantienellaffi una]jmenc¡ta(quelno1pasa [Maribel, hecho(easii ttodatsutcarreraten: nenaslmex¡canas,xes'conisiderada(eomo” la abuela(se»y. (en[la(que;pnmanxvegetales¡yffrutas",10
1806.23,1559.89,149.89,36.98,64.05,"Away protege”hoy se D — fencentrarelipunto(dewacu— ¿nadaNacionaldeVa= — cunaciónen5milpuntosdel dom|c¡llosílngresandmallal paísparaprevenirladifteria, Lpag¡nanebWACUNACION una vieja enfermedad que ha 2020(de|lM¡nsa encendido las alarmas en el ESEGÚNILASCIFRASIOFH IPerú: perotambiénotros25. CIALES ¡solo.un4il5:%tde, males que afecta n sobre todo IIos|menoresldeil!ano¡rec¡b¡o NOGENERARALARMA 'alosmás pequeños. louis Suárez, viceministro lEnllima, desdelas&delama— — Salud Pública, hizo ayerunlla— ñanahastalas3delatarde,, alcanzar el madoalatranquilidad. Precio numerosas brigada s del Mi— _ sóquelaalertaepidemiológ:— nisteriodeSalud(Minsa)! des— — ¡personasideberántusarimas; — caporladifteria, declarada plegadasen713 zonas;inmu _ _ miércoles; fue para que todos nizarándemanera gratuita _ isocialiparatevitariel(contagio — losserviciosdesaludestén la poblaciónquenopudocom= — 'atentosantecualquiercaso. pletarsusvacunas. lLavacunacióncontinuará Sepriorizaráalosmásvulne— — Ibiernoslocales,re— : = hastamañanay, rables;como niñosmenores gionalesySISOL.Se o ¿A¡Flf ó© siparaserinmuni— de5años, adolescentes;ges— — aplicaránmásde £¡zado,sedebe'lle— it antes y adultosmayores. 500mildosispara LE'['B varDNl!Enelca— IParahacerrespetarelorden Inacerfrenteaen— ; EÍE_ÍMA €sode'losniños;sun y evitaraglomeraciones, se fermedadesco— uxce""ffo(deíSa!ud ¿ tarjeta de va cw contaráconelapoyo. — imolatuberculo— .* X m bas nailon Seaten— delaPolicíaylas sis;hepatitis,va— — > eg;o [s"" ,fg p » deráinclusoalos' FuerzasArma— — iricela;polío;rota— s(¿"" P 30Ueflosé(del * quenotengando— das.Sesuma— — ,¿Saco ránEsSalud, — i¡neumococo;sa— ñ'awoafgcomunal¿de. , dad ya ciudadanos imunicipali— — irampión;rubéo— .o'——o""zextranjeros: (Sonia dades;go— — llay,paperas. o . = 6$'CON/40 PERSONNS'",10
1593.4,2446.53,171.53,37.13,55.93,"secundada ¿40 personasxse¡reumeron3y,(con]mus¡ca el . una (casa(de$$anl]uan res(deedad¡se¿congregaronten[laxv¡v¡enda (deljj¡ron(€a|amarcai Lalmayorla notaba masearillas.lla Policia” mcautonanas(ca¡as",10
2025.95,2370.95,129.95,36.1,54.24,<> Despuesxde(que(conlun e e ep e E la una|persona[paralrobarlelun fuelarrestadmcuandofugaba(en [Detestives: (delll3ep¡ncrl(del (sectortdetuvie; [r0nsa When (de (deComas; 4aven¡daslú]n|ver5|tana3ychas. 5 fuego E,10
438.93,469.63,115.44,36.26,85.52,"FIFA CASTIGO CON TRES FECHAS A CARLOS MAMBRINO Y NO JUGARA ANTE CHILE, ARGENTINA Y BOLIVIA. SELECCIONADOS NO ESTARÍAN INFORMADOS QUE CODAZO TIENE UNA SANCION MUY DRÁSTICA",11
402.04,1420.66,61.02,24.28,88.33,"Igo no está funcionando bien. El viernes despertamos con la esperanza de que el Tribunal de Disciplina de la FIFA sancione a Carlos Mambrino con solo una echa y no dos por la agresión que cometió contra el brasileño Richarli— son en el Perú—Brasil, pero la realidad nos dio una bofetada dolorosa: no fue 1, ni 2, sino 3. Estará ausente contra Chile [Santiago], Argentina [Lima) y Bolivia (La Paz). ¿Por qué tan dura la sentencia? Eso podía creerlo cualquiera, pero el reglamento es cla—",11
966.25,1385.87,62.79,24.02,90.67,"ro: En el capítulo 12 y inciso H indica que se castiga con un mínimo de 3 fechas por coda— zo, patada, mordisco, escupir, golpear, etc. Las preguntas surgen por sí solas: ¿Los seleccionados sabían de esto? De no ser así, ya es un tema administrativo y la res— posibilidad recaería en el área deportiva. Es inconcebible que ingresen al campo sin conocer el reglamento. ¿Libera al este supuesto error? No, con tanta experiencia sobre sus espaldas, ya debería saber regular sus emociones. Pero todo no queda ahí, porque los pro—",11
521.9,1730.2,72.8,33.4,87.2,EL ”LEÓN? ha recibido 3 tarjetas rojas en partidos oficiales,11
566.5,1785.83,63.5,30.92,86.75,"con la selección. Ante Colombia en Barranquilla para las Elimi— matarlas de Brasil 2014, frente a Chile en la sem¡ final de la Copa",11
443.5,1833.0,61.8,32.6,91.0,América del 2015 y con' el Scratch la fecha pasada.,11
