left,top,width,height,conf,text,page
1158.55,228.55,69.18,30.82,71.82,"Bl [_¡x_, |¡ | x_;……“ _AJNES 10 DE AGOSTO DEL 2020",1
1371.57,512.14,401.43,86.43,52.29,[[“WÍU”37M LESLIESOTO “ñlío[“.'…* 31UEL… SENTE ¿1&¿UM©me NECESITA,1
231.75,1587.0,138.5,82.75,48.75,[NOMME …K0 …* rHW',1
1174.23,2305.46,91.08,37.85,65.92,a SICARIO LE DISPARO CINCOVECES e X 33 EN SU CAMIONCITO DE COMIDA,1
956.33,2475.0,218.33,65.17,46.83,”o|£¿o¿o…;3 la t …3U.'I… |E… SUJNEGOCIO,1
230.14,422.86,96.43,56.29,66.57,1 — ”El Padrino' en 125 p,10
642.9,383.12,53.41,24.78,77.2,"G» E e u e e e Beverly Hills, Estados Uni— dos, que apareció en la película ee a ta por 125 millones de dólares. El lugar es famoso porque allí se filmó la escena del caballo decapitado del millonario pro—",10
606.06,686.33,62.45,25.36,88.09,"para que favorezca al cantan— te Johnny Fontane, ahijado de O El lugar tiene más de 15 mil metros cuadrados, 18 habitaciones, 25 baños, cancha de tenis, pis— cita casi olímpica y hermosos",10
315.51,1087.67,71.74,24.23,86.74,"PT * Las apps de comunicación, comer— cio y entretenimiento son las más requeridas. Trump, presidente de Esta— dos Unidos, señala que Tinto supone una amenaza para su país y advirtió que prohibirá su uso dentro de sus fronteras.",10
650.92,1870.75,94.17,38.58,86.92,Experto señala que se debe a la necesidad de las personas de,10
646.8,534.0,75.0,26.8,88.0,"ductor de Hollywood, Jack Woltz,",10
1129.0,158.4,54.0,23.6,80.4,LUNES 10 DE AC n,10
1100.33,464.67,37.83,18.83,56.0,es ¡9¡¡¡-¡… 10 S (otoh (a…iou&nh,10
1180.42,672.11,42.68,24.37,50.58,| |oi|lf/¿'h»ln[u& (…1nl(…il ell 3 os 18 unts! e ea es sl equel ol sr ie en se ©,10
1849.57,733.71,81.29,65.43,69.29,— eo (o da Vinci bajo lupa,10
2220.26,568.72,53.23,24.04,85.57,"€D La pintura más cara de la historia, 'Salvator Mundi”, de Leonardo da Vin— ci, que en 2017 se vendió en 450 millones de dólares, no habría sido acabada por él. El experto en arte, Jac— ques Franck, dice que la mano que hace el signo de la cruz habría sido realizada por dos asistentes del artista, pues carecen de su pre— E E 5 el y s d e ”Cuando el índice y el dedo medio se levantan completamente, no se pueden doblar los otros dedos den— tro de la palma de la mano, como se ve en la obra. Es un movimiento poco probable”, dijo. [<]",10
1908.43,974.78,91.04,38.22,85.96,"Tuvo más de 65 de descargas en las semanas en todo el mundo, mientras que red social gringa no llegó a 54 millones",10
1701.18,1269.53,66.18,24.44,91.16,"a popularidad del paliativo TikTok, de origen chino, crece en el mundo y en el Perú, al pun— o que en las últimas semanas ya desplazó en descargas a Facebook. Alonso Salinas, director de Comu— vacaciones de MileniumGroup Perú, preciso que esta preferencia se vin— cula a la necesidad de los usuarios por encontrar nuevas formas de interacción, aunque sea de mane—",10
1725.72,1686.21,62.18,24.91,90.28,"”En julio, de acuerdo con los datos de Sensor Tower, firma de análisis de aplicaciones, Tinto fue descar— nada en el mundo más de 65.2 millones de veces, sumando los datos de ¡0S y de Android. Esa cifra representa un incremen— to del 21.4% comparado con julio del 2019. Facebook fue la segunda aplicación más instalada en el mundo el mes pasado, con más de 53.6 millones de",10
1166.69,2060.16,85.53,30.5,63.44,": descargas”, indicó. aunque sea de manera virtual y a | se ss &MIRAFLORES ony i um [dolnl|b—l|oloi¡(di»l, ¡»3,(llnunl Ik»¡|kiolx&ollmknml ASC&I'ISOI' ap|asta a …|0)(0)'Aln[db¡ 1 1 1 s tecnico 1 edlfic'o ol",10
919.23,2409.94,50.68,26.23,42.23,"(e idéntico Is lattes [(0)qu)(cá d e a nts l d en ie ta a et less Ilemree?, p s Ibos e lnn¡oik ol d las Itbrovezs ol como it )",10
1584.68,2417.25,62.68,25.28,87.6,"G» El técnico de mante— pimiento Luis Becquer Guerrero Medina (38) murió aplastado por el ascensor el El trabajador había acudi— do a un edificio, ubicado en la cuadra 9 de la avenida Ricardo Palma, para realizar sus labores. Cuando probaba el elevador, este le cayó encima y lo aplas— tó. Murió en el acto. [M. Rochabrum)",10
2213.66,1486.79,72.86,25.49,87.96,"También remarcó que en esta situa— ción de pandemia y necesidad de evitar contacto físico, muchas mar— cas o empresas muestran interés o ya empezaron a comunicarse a tra— vés de TikTok. ”Han descubierto una audiencia (público) relevante y que no es precisamente la misma a la que lle— harían a través de Linkedin, Facebook, Instagram o Twitter”, opinó . PALIATIVOS Para el caso de Perú, lo más descar— gado en Google Play Store (tienda de apps para dispositivos Android) hasta esta semana es Google Meet (videoconferencias), Zoom, TikTok, Latina, Yate y Kai [editor de video). En App Store (tienda de apps para dispositivos de Apple) el Zoom (videoconferencias), WhatsApp, Face— book, Messenger, Instagram, Google Meet, Youtube y TikTok. En nuestro país hay varios ”tiktokeros”, incluso adoles— mentes y maestros. (Isabel e ALONSOSALINAS lid",10
2030.5,2116.0,172.75,48.25,86.0,Falsos agentes asaltan clínica,10
2131.11,2423.71,58.53,24.74,88.73,"G» A plena luz del día, tres delincuentes armados se hicieron pasar como poli— días y asaltaron una clínica y a los pacientes que se tra— daban de coronavirus, en Pisco, Ica. El atraco fue en el local *FarmiSalud!, de la cuadra 2 de la calle Aya— cucho. Los facinerosos, uno de los cuales tenía casaca de policía, desalojaron a los presentes y luego fueron a la caja por el dinero. (M. Rochabrum)",10
928.48,383.76,116.56,45.04,83.28,FIEF YA TENDRÍA ACUERDO CON EL GOBIERNO Y LA LIGA 1 VOLVERÍA ESTE FIN LUEGO DEL INCIDENTE DE LOS HINCHAS EN LA PREVIA DEL U—CANTOLAO,11
