left,top,width,height,conf,text,page
1370.08,503.69,124.31,52.15,64.38,N a Al 1 y | SELECCIÓN SE ENFIRIENÍMILASW DELA NOCHE A ESTADOS,1
455.67,2162.0,189.33,48.5,57.5,”e — —>EMPRESARIOS LLEVARIAN A AOUINOA%£HTBOL,1
602.0,2360.67,46.33,26.0,93.17,"© Páginas 17, 18 y 19",1
223.75,144.5,57.75,41.5,74.25,2 — (AL DÍA),2
567.78,1431.58,70.88,28.88,86.77,"1 fotógrafo Gary llegó al restaurante por un sabroso arroz on pato a la chi clay ana con adicto molido y una jarrita de chicha morada. ”María, llegué tempranito a la Redacción y me encontré con el legendario periodista de Policiales, 'El Sonám— bulo', estoy con mis alumnos. Seguimos revisando el tema sobre el periodismo policial y el cine. Pero un asesinato, perpe— trato en el penal de máxima seguridad de E sierra de Tacna, me obliga a cambiar la charla. El sábado, a las once y media de la mañana, fue asesinado en la zona llamada ”La tglesia”, el temible delincuente (* ] Paco”, el sanguinario cabecilla de la banda t ru jillana ”Los Mal— citos de El Dicha organización criminal se dedicaba a cobrar millonarios ”cupos' a todo medio de transporte trupillo: Mototaxis, taxistas, colectivos y microbuses. A quien osaba ne— garse a pagar los 'cupos”, los esbirros de Paco' se encargaban de incendiarse el vehículo, robárselo y, en el peor de los casos, asesinaban a los rebeldes como escarmiento. 'Paco' era un psi— pata asesino. Justamente, Víctor Ramirez, padre de Vladimir Ramirez Castro, lo denunció a la policía por el homicidio de su hijo, en octubre del 2013. El padre, desesperado, dijo ante las cámaras de televisión que él vio cómo 'Paco' le gritó ”ite voy a matar como a Charún”, y procedió a asesinarlo. Por este crimen estaba requisitoriado. Pero tenía bajo sus espaldas no una sino muchas muertes. También dio la orden para acabar con el cabecilla de una banda enemiga ”Los Pulpos”, Milton Cruz Arce, Su sicario, el temible *Pollada', acribilló y mató a Alexander Simón, 'Negro y a dos comerciantes. Al objetivo, Milton Cruz, solo le rozó un bala— z0. Esto fue en el 2009. Cuando 'Paco' se encontraba recluido en el penal trupillo 'El Milagro' intentaron asesinarlo a cuchilladas, el atentado lo ordenó 'John'. resultó con cortes en la oreja y espalda, pero se salvó. Allí exigió que lo aislaron a otro ambiente en el penal, pero lo trasladaron a Lima, al penal de Arcón, don— de desde allí continuó con sus extorsiones y asesinatos a sus enemigos y transportistas. También mandó asesinar al herma— no menor del delincuente Miguel Hucha de los Santos, cabecilla de la banda ”Los Ma'ditos de Ascope”. Cuando Paco' continuó jef a tura ndo desde Arcón el crimen organizado en Tru— pillo y fue descubierto, no sabía que con su traslado a 'Challa— palca' estaba firmando su sentencia de muerte. Allí lo esperaba el líder de la banda enemiga, que había jurado venganza por el asesinato de su hermano menor. 'Paco' era sanguinario y nunca aparentaba miedo. Cuando el sábado, 'Oso' le recrimino calladamente por la muerte de su hermano menor, no se inmutó e insultó al delincuente rival. No se imaginaba que a plena luz del día y con testigos podía sufrir un ataque, pero 'Oso' saco rápida— mente un flujo ver dug uil lo y se lo clavó en el corazón causán— dole una muerte instantánea. Había muerto en su Cuando *El Sonámbulo' terminó su relato, los alumnos se retiraron en silencio, impresionados ante tanta maldad”. Pucha, ese señor 'El Sonámbulo' es un verdadero maestro. Me voy. Cuídense.",2
1277.83,150.83,96.0,25.17,90.33,MARTES 16 DE OCTUBRE DEL 2018,2
1554.17,394.83,96.17,29.5,77.17,"ME GUSTA 3 ECO¿0¡P AMARILLO, CASTANEA",2
1261.0,1015.0,109.75,41.75,90.75,Molesta por malos modales,2
1355.48,1233.52,63.08,27.18,86.7,"€» Cuando voy al centro de Lima me llama la atención ver a empleados públicos que : caminan entemados, sacando pecho (o barri— ga), obstruyendo el paso a los demás y con palitos de dientes escarbando sus muelas, uno de los hábitos más feos que puede haber. Estas personas no le han ganado a nadie, pierden por goleada en decencia. H Isabel Mendoza Ruiz : e",2
1329.38,1572.4,74.58,37.0,89.65,"La humildad es uno de los más grandes valo— res, Y si va acompañada de buenos modales, mucho mejor. Lamentablemente, hay personas que porque tienen un buen trabajo creen que son supe— rigores a los demás. Demuestren humildad y respeto.",2
1852.45,2332.47,59.74,25.57,67.0,"Director — Contenido elaborado — Fax: 31—6353. Impreso en la Planta Dando de Empresa t…x i Editora El Comercio SA.Jr. Paracas ii tt y d r tromeGtrome.com _ | 10095 05 derechos reservados. Olnay — Teléfono: 311—6500. — Publicidad: 708—9999, | Prohibida su reproducción total o parcial.",2
1839.86,1027.43,81.29,44.71,78.0,; Critica a seguidores de Belmont 10,2
1956.0,1109.23,69.23,28.15,89.92,"Através de las redes sociales, los segui— dores de Ricardo Belmont siguen llorando",2
1902.59,1244.48,54.7,27.33,83.52,": por la herida. Usan el mismo lenguaje de su : Tíder, denuncian fraude y culpan a los 'pode— : res fácticos”, Ha quedado claro que Belmont y : Renzo Resguardo perdieron, entre otras razo— : nes, por su soberbia. Ya deben cambiar de : discurso.",2
2131.4,1409.0,63.6,37.2,56.8,Alonso Papaya ee en y,2
1957.73,1522.53,58.67,27.53,92.07,"Antes de las elecciones, cuando ocupaba el cuarto o quinto lugar en las encuestas, pese",2
1894.8,1611.64,47.36,28.52,65.0,"a haber llegado al segundo, Belmont se quejaba de E e a e d a e ee [ : candidato que dice que hubo fraude.",2
1981.0,1740.33,64.17,31.67,84.0,H¡Un plan que pillará a todos,2
2426.62,441.67,53.0,34.48,72.29,"E d d del Campo de Marte, alquiló toda una flota de buses para traer a e el ©johbrav JORGE BRAVO",2
2458.25,680.5,47.75,27.33,88.33,"Pedro Charry no es un cuello blanco, ya botó todas sus cami—",2
2299.75,866.5,188.25,24.75,63.5,©52120732055a43c CARLO e ENCUESTA,2
