left,top,width,height,conf,text,page
223.75,144.5,57.75,41.5,66.0,2 — (AL DÍA),2
527.33,1422.33,68.49,29.36,87.36,"1 fotógrafo Gary llegó al restaurante por un sabroso cau cau con arroz blanco graneadito, roc o tito molido y una jarra de cebada con linaza calientita para bajar la grasita. ”María, me vino a buscar el veterano periodista de Políti— ca, 'Cigarrito'. Lucía su clásico conjunto jean y su peluca de pelo castaño. Las chicas de la Redacción lo vieron de es— faldas y dijeron, ¡icuero!!, pero cuando volteó y se sacó los lentes oscuros, vieron ese rostro lleno de arrugas, como surcos que dejaron los carros del en las dunas de Ica. ¡¡Noooo!!, gritaron de espanto, Mi amigo me dijo: el ”Superba' lo han remodelado. Sí, el mítico restaurante— bar que está en Petit Thouars, cerca de la Javier Prado y al costado del que era el cine 'San Isidro', Ese bar era en— tratable y la gente se amanecía contento y bebien— do, Ahora está diferente. Lo bueno es que los fines de semana se presentan cantantes criollas de pura cepa, como la gran Martine Guillén, quien arma la jarana. El 'Superbal' siempre tuvo un encanto especial, con mozos antiguos y educados, que llamaban a los clientes por su nombre, eran tíos que ingresaron a trabajar jovencitos y pasaron más de treinta años atendiendo a una bohemia ilustrada y bullanguera. El centro de novelistas, postas todistas. Eran asiduos el cronista Eloy Jáuregui, el in— olvidable Eran 'Cholo' Trelles, brillante historiador y perio— dista deportivo que tenía ”su oficina' en una de sus mesas. El 'Chino' Carlos Domínguez llevaba a 'Cigarrito' a tomar una res y degustar taco taco con apanado. Una vez, mi amigo me rogó: 'Gary, me han pagado un reintegro de un viaje a Iquitos. Te invito a almorzar al 'Superba', pero lleva a Diana y Ruth, mis amores de la Redacción. Las chicas se entusiasmaron a pesar que le tenían un poco de miedo al redactor de Política, que las miraba con ojos libidinosos. Pero en el bar se relajaron con las cervezas que mi amigo pedía todo ceremonioso. Hasta que llegó el escritor Alfre— do Bryce. El famoso novelista de ”Un mundo para Julius” marcó la cancha y miró a las jóvenes bellezas de nuestra mesa. A la media hora, me miró y me saludó con la mano. Bryce te está pasando la gritó Diana. El es— critor, que ya estaba movido después de varios piscos, me llamaba. Fui y me dijo: Hola, , ¿por qué no vie— nes con tus antigas? Pero vengan cuando el tío flaco, que está con ustedes se vaya al baño' Cuando 'Cigarrito' se fue, los tres nos dirigimos en busca de Bryce que entusias— mado exclamó: ”Estas bellas chicas merecen tomarse unos whiskies en el bar inglés del Country, ¿vamos?”. Y salimos donde estaba cuadrado un carrazo con chofer. Subimos y en eso llegó 'Cigarrito' y pegó su cara en la luna y gritó: yo también voy!!”. Pero el novelista, sin mirarlo, ordenó: 'Arranca. Pierre, al Lo que pasó esa madrugada se los contaré otro día”. Pucha, qué tales historias del señor 'Cigarrito'. Me voy, cuídense.",2
1278.0,150.83,96.0,25.17,90.83,MARTES 30 DE OCTUBRE DEL 2018,2
1656.0,224.75,290.75,105.25,64.25,ir © ©5U©©5W©? |,2
1619.2,448.2,69.8,32.0,62.6,N505(/ S 4 RA EM7£/VD£,2
1276.14,1233.95,67.7,26.8,86.12,"Es terrible la situación de la justicia © | peruana. Casos como el de 'Los Cuellos Blancos' no solo se dan en Lima, sino también en provincias, donde hay mafias de jueces, fis— cales, alcaldes y policías comprometidos con bandas de asaltantes y traficantes de tierras. La composición del Poder Judicial debe ser a nivel nacional, no solo en Lima. José Carlos Carranza : pepece_carveráhotmail.com :",2
1868.2,1015.0,90.2,39.0,86.8,Critica a conductores de TV,2
1859.73,1266.02,59.37,26.48,80.92,": forzar a los participantes a revelar sus roman— : ces —con detalles bochornoso incluidos— o : hablar sobre sexo, infidelidades y esas cosas. : La ”cochinadita”, le dicen. Antes, eso llama— : ba la atención, pero ahora ya no y hasta causa : rechazo. En mi caso, mejor cambio de canal.",2
1889.3,1112.2,88.2,26.0,90.4,Los conductores de programas televi— vivos de entretenimiento insisten en,2
1238.57,1573.54,68.17,29.2,87.06,"2—3 Hasta el Consejo Nacional de la Magistratu— ra (CNM), hoy Consejo Nacional de Justicia, estaba copado por magistrados vinculados con la corrupción. La reestructuración debe realizarse a nivel general y no solo en Lima.",2
