left,top,width,height,conf,text,page
752.6,540.4,95.8,34.4,79.6,SANADORA y CHICOS Y GRANDES,1
1521.87,717.47,211.33,64.53,74.47,MAX IGLESIAS SOLO pura DIEZ DÍAS COMO COMANDANTE GENERAL Y AYER NOMBRARON A SECTOR LANZA,1
2347.29,2091.14,61.71,23.14,88.86,HECTOR LANZA NUEVO JEFE DE LA PAP,1
1809.5,2212.0,146.5,40.5,74.0,PAOI.O 'FO%IIITA' MAN DANAIDE,1
679.18,521.82,57.09,23.82,91.18,Los profesores se lo dejaron como tarea y al día siguien—,10
473.74,705.3,64.51,26.35,82.33,"(© m] una escuela de pri— te los niños |I9garon con maria de Hangzhou, unos gorros tipo helicóp— en China, los alumnos se tero' con dibujos y domos prepararon sus propios sobre la cabeza. ”Ellos tie— sombreros con nen conciencia de ”hélices' de dis— la importancia de tan ci amiento las medidas social, para evitar el de prevención”, expresó contagio del virus. un maestro. [<] . He v s e e",10
494.75,1398.0,234.25,27.0,73.25,&PANDEMIA ENRIQUECE NUESTRO VOCABULARIO,10
624.5,1580.0,103.5,119.0,58.25,up I V F,10
480.17,2030.0,75.0,22.0,90.17,FUERON A CASA DE SU ABUELA,10
382.5,2104.0,145.25,55.25,88.5,Keiko salió de prisión con mascarilla y guantes,10
1123.6,158.4,63.4,23.6,82.4,MARTES 5 DE MAYO :,10
1061.85,563.38,39.54,32.62,50.0,'“í Ir I nl el |<uk lst 1 e e a e e,10
1823.83,419.67,125.17,51.67,89.0,bronca a águila en pleno vuelo,10
1837.65,720.25,52.2,24.05,88.85,y se posó sobre la cola de un águila con la intención de hacerla caer. E captado por la fotógrafa,10
1884.33,603.17,71.5,24.17,88.5,"David contra Goliat. En pleno vuelo, una atrevi— da urraca persiguió, alcanzó",10
2272.17,718.4,59.37,24.13,90.73,"contó que la pelea no duró mucho, pues al águila le bastó sacudir la cola. ”Sin embargo, quedó demostra— do que las urracas son aves muy osadas y capaces de",10
