left,top,width,height,conf,text,page
1336.6,197.33,63.33,33.27,52.4,— (facebookcomitromepe — (G* — v ea e E l e ga = A 2020,1
1061.38,2031.12,426.25,90.0,49.0,” IREHE( Tl LED$D)IIEI$©ARII[Y1EINERILAXJIHS?(CH… 2 ese ee a,1
1252.75,2361.0,190.25,79.5,54.25,| SEme|E l CURA,1
1481.75,2535.75,145.75,48.25,58.5,"ÍCREE( UEROMANCECONLA, CÍ) =",1
1394.14,2581.71,117.14,32.29,60.14,“| ESIPORQUEYASE ea /ACERCAN LASIELEC IONES —,1
180.17,369.5,119.5,50.83,86.17,Ratoncito se le cuadra a gato,10
278.04,597.33,67.12,24.75,87.21,"(D e fotografiado cuando se detuvo frente a un enorme gato, dispuesto a pelear por su vida, en una vivienda de Birmingham, en Inglaterra.",10
668.86,618.64,46.5,22.55,90.91,"extraños en la sala. Fue a ver y se dio con el gato de su hija, que era amenazado por un perico—",10
478.19,788.97,67.1,25.68,77.65,Stephen Mcdonald (43) [ oe i se preparaba una que hizo recordar taza de café el enfrentamien— cuando escu— to de la película o ”Stuart Little' G E OA A RELLANO,10
411.39,1469.94,55.33,33.83,80.33,"| _.'_""7 | | |X X r/._'_' ) n estos meses se han modificado algunas decisiones y hábitos",10
276.08,1775.64,68.22,23.8,90.08,"de compra, pero hay marcas muy presentes en la mente del consumidor perua— no y varias que lideran su consumo y preferencia, inclu— vive durante esta cuarentena. El informe 2020' de la consultora Arellano, publi— cado en 'Día 1, señala entre las marcas más recordadas a: Gloria, Coca Cola, Samsung,",10
223.17,2137.67,104.33,56.17,66.83,(me ] Azules — para julio,10
253.13,2328.33,63.27,28.0,87.47,"© E] Centro Comer— cual Polvos Azules reiniciará sus activida— des a finales de julio,",10
418.38,2409.38,69.5,24.12,90.12,con un aforo de público dirigente María Córdova.,10
433.1,2473.43,72.62,23.81,91.05,a la mitad y cumplien— ”Estamos esperando el do todas las medidas protocolo sanitario para sanitarias que anun— los centros comer—,10
237.57,2562.29,57.86,23.71,91.29,"criará el Gobierno, detalló a Tome la",10
674.12,2559.0,67.62,28.5,84.5,"ciales, pero desde ya, los cuatro mil trabajado—",10
1177.5,158.33,80.0,23.67,90.17,MARTES 26 DE MAYO DEL 2020,10
1193.2,336.0,111.8,53.6,57.6,0f'70<u? ||nn …Ql|(olnnN r©£- 1,10
1168.68,1576.41,64.87,25.44,87.31,"Claro, Adidas, Alicorp, Inca a a en a lé, Marca Perú, LG, Plaza Vea, Entre las mar— cas que más se extrañaron: KFC, Gloria, D'Onofrio, Coca Cola, Norkys, Pizza Hut, Cinepla— net, Inca Kola, Nike, Pardos y Nestlé. Y en cuidado del hogar, las preferidas y consumidas son lide— ratas por: Salio y Clorox. Para Rolando Are— llano Bahamonde, gerente general de Rellano Consulto— ría, la medición evidencia el trabajo de años de las marcas para conseguir ese",10
1889.33,319.17,131.33,53.83,86.83,Fiscal cita a lorito como ”testigo',10
1974.0,450.45,65.45,25.18,84.73,"Al escucharla decir 'Ay, no, por favor, soltame, soltame.. al loro",10
1933.73,518.0,53.6,24.0,90.47,"de la víctima de un feminicidio, la fis— cal Babiana Pantalla lo citó para que",10
