left,top,width,height,conf,text,page
670.83,147.67,198.5,101.5,49.17,: <<m ID©…IHI [o©5 ……£©_¡ %;15,1
1529.2,301.2,59.2,25.4,79.0,DE MAYO DEL 2020 l,1
1086.33,2149.13,175.73,76.33,50.4,(©UIRW>&]IIE f¡'s'53'e%fo£¿ |H¿NIIFECTA© CONTAGIADOS: s E on TUMBARON FIESTA _/x WALT (C.MU' k< jí/ S,1
339.12,487.0,124.62,55.5,90.5,Lo despiden y destroza Ferrari de su jefe,10
258.97,724.16,62.92,24.58,89.66,"(D Un conductor enfadado se subió al camión que manejaba y empezó a des— trazar el Ferrari GTCALusso de su jefe, quien minutos antes lo había despedido por no ser una persona esta— ble. Esto sucedió en Chicago",10
241.48,1458.15,148.76,30.24,70.26,"unca antes,como ahora, porlaepi— demiadelcorona.— virus,eldicciona— rodela Real Academia Española(RAE)fuetan consultado. Laspalabras másbuscadalsolasre— la cion adas con la crisis sanitaria, comocuarente— na, confinamiento y pan.— demia. Muchos quieren saber el significado deseas pala— brasquetantosemencio— nanahora. Segúneldia— rio El País, en abril alcan.— varon los100 millones deconsultas,elmásalto hastalafecha,enelcita— dodiccionario. En marzo, lacifrahabíallegadoa 84 t Otras palabras muy bus— cadalso desescalada, desescalar, sanitizer y Portemáticare— saltaronlasconsultasso— bre los significado s de estado, virus, epidemia, confinar, velar, contin—",10
1185.17,158.5,82.17,23.5,90.83,VIERNES 15 DE MAYO DEL 2020,10
993.17,350.33,56.67,47.67,61.0,”'!' | rc*6 <¡ lm |<umm,10
668.79,726.89,62.29,24.71,87.11,"(Estados Unidos). ”La parte delantera del vehí— culo, literalmente, no existe. Se puso la denuncia y se detu— vo al chofer”, dijo un policía. El Ferrari GTCALusso puede costar entre 267 mil y 305 mil dólares, aproximadamente. G",10
1302.33,822.67,44.67,21.67,62.67,ii [.1U( nnw l 1ui( 1H(ui[uh>,10
1821.15,685.58,56.3,25.55,84.24,"Cuando cami— ©» daban por el Parque Nacio— nal Padre Island National Seas— hore, Trey Lane y su hijo Hunter S ña criatura marina. De N e fotos y las subieron a redes",10
2294.28,722.34,62.45,24.55,77.76,"sociales. S vida mari— na señalaron que se trataba de un 'dragón azul”, una rara especie. ”Es un tipo de babosa que £ d ] peligroso”, precisaron. — ©",10
907.6,938.4,131.4,32.8,87.4,DICCIONARIO DE LA REAL ACADEMIA,10
937.75,1049.25,41.75,34.75,53.0,"7 , e …/",10
1090.25,1036.5,50.5,64.0,47.25,e Xo E l,10
2229.24,1238.68,158.13,32.16,76.21,"gencia, barbijo, casa,con— finado, paro ya gaboca. E a ”Esgratificantequetan— tagenteasumalaauto— rida d de la RAEparadic— tarnormaslingúísticas”, dijoSantiagoMuñoz Ma— chado,directordela ins— titución. Agregóqueestán en de— batesobreunadefinición de coronavirus y otras palabras de la pandemia para in ciu ir las en el bus— cador. Además,adelan— tóquepreparan unanue— maldición del Dicciona— rio,la 24o, queseránativa",10
1597.36,1580.73,113.0,37.09,80.82,En abril se batió récord con 100 millones de consultas&Las primeras,10
2265.91,1600.73,100.0,32.73,74.27,"digital. Es decir, selanza— primero la versión en línea, luego la de papel.",10
1788.43,1667.0,145.14,43.57,83.57,"son cuarentena, confinamiento y Covid — (SoniaObregón)",10
1854.4,1844.98,83.15,25.66,86.15,"PALABRAS _ >Corovirus: Extensa famili_a de virus que pueden cau— AÚN NO sar enfermedades tanto en animales como en humanos. > Covid—19: Enfermedad infecciosa causada por el coro— INCLUIDAS — virus que se ha descubierto más recientemente. > Escalada: La RAE recomienda reducir, disminuir o rebajar, para evitar calcos del inglés [to escalate).",10
1997.0,2097.6,116.6,54.4,91.2,droga Bala a su colega,10
1511.74,2492.23,69.34,25.3,88.15,"vender droga, fue detenida por la Policía en La Victoria. Efectivos del escuadrón *Cobra”, perteneciente al Escuadrón de Emergen— cia, atraparon en la cuadra 6 de la avenida Luna Pizarro a Thomas Enrique Parras Parras (42) y Mercedes Panchaia Álvarez (31). Tenían metes de droga. [MRC) [+]",10
1814.49,2248.14,78.76,33.57,84.89,"en toque de queda _ por una mujer ” ”” (D Una pareja de vene— (D Un policía fue arrestado por zolanos, que salió en haberle disparado a su colega, pleno toque de queda para aparentemente en la dispu—",10
2092.98,2482.71,55.67,24.23,86.94,"ta por el amor de una joven, en a El suboficial PNP Mersin Ramí— rez Lázaro (24), vestido con uniforme, atacó con su arma de fuego al agente del Gru— po Terna Norte 1 , Disney Tapia Ramírez, en la urbanización Las Haras de Chillón. [E.Cirilo) — ©",10
439.64,2121.51,65.6,24.67,87.84,"a BESOS NI e © Asunción.— De lejitos. La pandemia del Covid—19 no solo está cambiando nuestra vida cotidiana, sino tam— bién las reglas del 'deporte rey”, tal como acaba de informar la Conmebol, que aplicará nuevas medidas en sus torneos como la Copa Libertadores y la Sudamericana. Nadie podrá besar la pelota, tal como hacían algunos futbo— listas previo a un tiro de pelota parada o un portero cuando",11
439.19,2291.88,79.94,26.25,90.06,"evitaba un gol, pero también estará prohibido escupir, expulsar algun fluido nasal, intercambiar camisetas y ban—",11
515.73,2346.82,63.73,25.73,84.64,"derines, y será obligatorio que cada jugador tenga su propia <",11
343.5,2376.33,82.33,26.33,84.33,botella plast|ca con agua para rehidratarse.,11
